year,level_1,level_2,level_3,level_4,value,total,perc
2015,Indians,Total,Clementi- Total,West Coast,300,354860,0.0845403821225272
2015,Indians,Total,Downtown Core- Total,Bugis,160,354860,0.04508820379868117
2015,Indians,Total,Downtown Core- Total,Cecil,20,354860,0.005636025474835146
2015,Indians,Total,Downtown Core- Total,Central Subzone,40,354860,0.011272050949670293
2015,Indians,Total,Downtown Core- Total,Tanjong Pagar,70,354860,0.019726089161923012
2015,Indians,Total,Geylang- Total,Aljunied,2680,354860,0.7552274136279096
2015,Indians,Total,Geylang- Total,Geylang East,3070,354860,0.8651299103871949
2015,Indians,Total,Geylang- Total,Kampong Ubi,1180,354860,0.3325255030152736
2015,Indians,Total,Geylang- Total,Macpherson,2960,354860,0.8341317702756016
2015,Indians,Total,Hougang- Total,Hougang Central,330,354860,0.09299442033477992
2015,Indians,Total,Hougang- Total,Hougang East,1780,354860,0.5016062672603281
2015,Indians,Total,Hougang- Total,Hougang West,4120,354860,1.1610212478160402
2015,Indians,Total,Hougang- Total,Kangkar,2100,354860,0.5917826748576904
2015,Indians,Total,Hougang- Total,Kovan,1490,354860,0.4198838978752184
2015,Indians,Total,Hougang- Total,Lorong Ah Soo,2590,354860,0.7298652989911515
2015,Indians,Total,Hougang- Total,Tai Seng,1190,354860,0.3353435157526912
2015,Indians,Total,Hougang- Total,Trafalgar,4450,354860,1.25401566815082
2015,Indians,Total,Jurong East- Total,Lakeside,80,354860,0.022544101899340585
2015,Indians,Total,Jurong East- Total,Teban Gardens,2130,354860,0.6002367130699431
2015,Indians,Total,Jurong East- Total,Toh Guan,1640,354860,0.462154088936482
2015,Indians,Total,Jurong East- Total,Yuhua East,3000,354860,0.8454038212252719
2015,Indians,Total,Jurong East- Total,Yuhua West,2300,354860,0.6481429296060418
2015,Indians,Total,Jurong West- Total,Boon Lay Place,2990,354860,0.8425858084878544
2015,Indians,Total,Jurong West- Total,Hong Kah,6000,354860,1.6908076424505438
2015,Indians,Total,Jurong West- Total,Jurong West Central,5590,354860,1.5752691202164233
2015,Indians,Total,Jurong West- Total,Taman Jurong,3860,354860,1.0877529166431832
2015,Indians,Total,Jurong West- Total,Wenya,1100,354860,0.3099814011159331
2015,Indians,Total,Jurong West- Total,Yunnan,7540,354860,2.12478160401285
2015,Indians,Total,Kallang- Total,Bendemeer,4390,354860,1.2371075917263146
2015,Indians,Total,Kallang- Total,Boon Keng,810,354860,0.2282590317308234
2015,Indians,Total,Kallang- Total,Crawford,1140,354860,0.32125345206560335
2015,Indians,Total,Kallang- Total,Geylang Bahru,1500,354860,0.42270191061263596
2015,Indians,Total,Kallang- Total,Kampong Bugis,90,354860,0.025362114636758158
2015,Indians,Total,Kallang- Total,Kampong Java,1680,354860,0.4734261398861523
2015,Indians,Total,Kallang- Total,Lavender,1780,354860,0.5016062672603281
2015,Indians,Total,Kallang- Total,Tanjong Rhu,3080,354860,0.8679479231246126
2015,Indians,Total,Mandai- Total,Mandai Estate,240,354860,0.06763230569802176
2015,Indians,Total,Marine Parade- Total,Katong,720,354860,0.20289691709406527
2015,Indians,Total,Marine Parade- Total,Marine Parade,2880,354860,0.8115876683762611
2015,Indians,Total,Marine Parade- Total,Mountbatten,2420,354860,0.6819590824550528
2015,Indians,Total,Museum- Total,Dhoby Ghaut,10,354860,0.002818012737417573
2015,Indians,Total,Museum- Total,Fort Canning,30,354860,0.00845403821225272
2015,Indians,Total,Newton- Total,Cairnhill,390,354860,0.10990249675928536
2015,Indians,Total,Newton- Total,Goodwood Park,90,354860,0.025362114636758158
2015,Indians,Total,Newton- Total,Monk's Hill,120,354860,0.03381615284901088
2015,Indians,Total,Newton- Total,Newton Circus,30,354860,0.00845403821225272
2015,Indians,Total,Newton- Total,Orange Grove,130,354860,0.03663416558642845
2015,Indians,Total,Novena- Total,Balestier,3130,354860,0.8820379868117003
2015,Indians,Total,Novena- Total,Dunearn,300,354860,0.0845403821225272
2015,Indians,Total,Novena- Total,Malcolm,140,354860,0.039452178323846024
2015,Indians,Total,Novena- Total,Moulmein,590,354860,0.1662627515076368
2015,Indians,Total,Novena- Total,Mount Pleasant,50,354860,0.014090063687087866
2015,Indians,Total,Orchard- Total,Boulevard,20,354860,0.005636025474835146
2015,Indians,Total,Orchard- Total,Somerset,10,354860,0.002818012737417573
2015,Indians,Total,Orchard- Total,Tanglin,40,354860,0.011272050949670293
2015,Indians,Total,Outram- Total,China Square,20,354860,0.005636025474835146
2015,Indians,Total,Outram- Total,Chinatown,870,354860,0.24516710815532888
2015,Indians,Total,Outram- Total,Pearl's Hill,680,354860,0.19162486614439497
2015,Indians,Total,Outram- Total,People's Park,10,354860,0.002818012737417573
2015,Indians,Total,Pasir Ris- Total,Flora Drive,1160,354860,0.3268894775404385
2015,Indians,Total,Pasir Ris- Total,Loyang East,260,354860,0.0732683311728569
2015,Indians,Total,Pasir Ris- Total,Loyang West,10,354860,0.002818012737417573
2015,Indians,Total,Pasir Ris- Total,Pasir Ris Central,2080,354860,0.5861466493828552
2015,Indians,Total,Pasir Ris- Total,Pasir Ris Drive,5000,354860,1.4090063687087866
2015,Indians,Total,Pasir Ris- Total,Pasir Ris Park,220,354860,0.06199628022318661
2015,Indians,Total,Pasir Ris- Total,Pasir Ris West,3180,354860,0.8961280504987883
2015,Indians,Total,Punggol- Total,Matilda,1990,354860,0.5607845347460971
2015,Indians,Total,Punggol- Total,Northshore,30,354860,0.00845403821225272
2015,Indians,Total,Punggol- Total,Punggol Field,3400,354860,0.9581243307219749
2015,Indians,Total,Punggol- Total,Punggol Town Centre,350,354860,0.09863044580961505
2015,Indians,Total,Punggol- Total,Waterway East,1950,354860,0.5495124837964268
2015,Indians,Total,Queenstown- Total,Commonwealth,590,354860,0.1662627515076368
2015,Indians,Total,Queenstown- Total,Dover,1220,354860,0.34379755396494394
2015,Indians,Total,Queenstown- Total,Ghim Moh,820,354860,0.231077044468241
2015,Indians,Total,Queenstown- Total,Holland Drive,760,354860,0.21416896804373559
2015,Indians,Total,Queenstown- Total,Kent Ridge,200,354860,0.05636025474835146
2015,Indians,Total,Queenstown- Total,Margaret Drive,850,354860,0.23953108268049372
2015,Indians,Total,Queenstown- Total,Mei Chin,1740,354860,0.49033421631065777
2015,Indians,Total,Queenstown- Total,National University of S'pore,10,354860,0.002818012737417573
2015,Indians,Total,Queenstown- Total,One North,40,354860,0.011272050949670293
2015,Indians,Total,Queenstown- Total,Pasir Panjang 1,240,354860,0.06763230569802176
2015,Indians,Total,Queenstown- Total,Pasir Panjang 2,240,354860,0.06763230569802176
2015,Indians,Total,Queenstown- Total,Port,10,354860,0.002818012737417573
2015,Indians,Total,Queenstown- Total,Queensway,30,354860,0.00845403821225272
2015,Indians,Total,Queenstown- Total,Singapore Polytechnic,30,354860,0.00845403821225272
2015,Indians,Total,Queenstown- Total,Tanglin Halt,1220,354860,0.34379755396494394
2015,Indians,Total,River Valley- Total,Institution Hill,480,354860,0.1352646113960435
2015,Indians,Total,River Valley- Total,Leonie Hill,500,354860,0.14090063687087867
2015,Indians,Total,River Valley- Total,One Tree Hill,210,354860,0.059178267485769036
2015,Indians,Total,River Valley- Total,Oxley,70,354860,0.019726089161923012
2015,Indians,Total,River Valley- Total,Paterson,10,354860,0.002818012737417573
2015,Indians,Total,Rochor- Total,Bencoolen,300,354860,0.0845403821225272
2015,Indians,Total,Rochor- Total,Farrer Park,910,354860,0.25643915910499915
2015,Indians,Total,Rochor- Total,Kampong Glam,70,354860,0.019726089161923012
2015,Indians,Total,Rochor- Total,Little India,970,354860,0.2733472355295046
2015,Indians,Total,Rochor- Total,Mackenzie,20,354860,0.005636025474835146
2015,Indians,Total,Rochor- Total,Mount Emily,70,354860,0.019726089161923012
2015,Indians,Total,Rochor- Total,Selegie,70,354860,0.019726089161923012
2015,Indians,Total,Rochor- Total,Sungei Road,350,354860,0.09863044580961505
2015,Indians,Total,Rochor- Total,Victoria,200,354860,0.05636025474835146
2015,Indians,Total,Seletar- Total,Seletar,30,354860,0.00845403821225272
2015,Indians,Total,Sembawang- Total,Admiralty,1330,354860,0.37479569407653723
2015,Indians,Total,Sembawang- Total,Sembawang Central,2690,354860,0.7580454263653271
2015,Indians,Total,Sembawang- Total,Sembawang North,2450,354860,0.6904131206673054
2015,Indians,Total,Sembawang- Total,Sembawang Springs,460,354860,0.12962858592120838
2015,Indians,Total,Sembawang- Total,Sembawang Straits,240,354860,0.06763230569802176
2015,Indians,Total,Sengkang- Total,Anchorvale,3440,354860,0.9693963816716451
2015,Indians,Total,Sengkang- Total,Compassvale,1030,354860,0.29025531195401005
2015,Indians,Total,Sengkang- Total,Fernvale,2490,354860,0.7016851716169757
2015,Indians,Total,Sengkang- Total,Rivervale,6060,354860,1.7077157188750494
2015,Indians,Total,Sengkang- Total,Sengkang Town Centre,5190,354860,1.4625486107197205
2015,Indians,Total,Serangoon- Total,Lorong Chuan,420,354860,0.11835653497153807
2015,Indians,Total,Serangoon- Total,Seletar Hills,930,354860,0.2620751845798343
2015,Indians,Total,Serangoon- Total,Serangoon Central,2600,354860,0.732683311728569
2015,Indians,Total,Serangoon- Total,Serangoon Garden,3480,354860,0.9806684326213155
2015,Indians,Total,Serangoon- Total,Serangoon North,1980,354860,0.5579665220086795
2015,Indians,Total,Serangoon- Total,Upper Paya Lebar,1330,354860,0.37479569407653723
2015,Indians,Total,Singapore River- Total,Boat Quay,20,354860,0.005636025474835146
2015,Indians,Total,Singapore River- Total,Clarke Quay,20,354860,0.005636025474835146
2015,Indians,Total,Singapore River- Total,Robertson Quay,180,354860,0.050724229273516316
2015,Indians,Total,Southern Islands- Total,Sentosa,150,354860,0.0422701910612636
2015,Indians,Total,Sungei Kadut- Total,Gali Batu,10,354860,0.002818012737417573
2015,Indians,Total,Sungei Kadut- Total,Turf Club,90,354860,0.025362114636758158
2015,Indians,Total,Tampines- Total,Simei,4810,354860,1.3554641266978527
2015,Indians,Total,Tampines- Total,Tampines East,10800,354860,3.043453756410979
2015,Indians,Total,Tampines- Total,Tampines West,5800,354860,1.6344473877021926
2015,Indians,Total,Tampines- Total,Xilin,140,354860,0.039452178323846024
2015,Indians,Total,Tanglin- Total,Chatsworth,860,354860,0.24234909541791128
2015,Indians,Total,Tanglin- Total,Nassim,640,354860,0.18035281519472468
2015,Indians,Total,Tanglin- Total,Ridout,140,354860,0.039452178323846024
2015,Indians,Total,Tanglin- Total,Tyersall,290,354860,0.08172236938510963
2015,Indians,Total,Toa Payoh- Total,Boon Teck,1200,354860,0.3381615284901088
2015,Indians,Total,Toa Payoh- Total,Braddell,760,354860,0.21416896804373559
2015,Indians,Total,Toa Payoh- Total,Joo Seng,550,354860,0.15499070055796654
2015,Indians,Total,Toa Payoh- Total,Kim Keat,810,354860,0.2282590317308234
2015,Indians,Total,Toa Payoh- Total,Lorong 8 Toa Payoh,540,354860,0.15217268782054894
2015,Indians,Total,Toa Payoh- Total,Pei Chun,730,354860,0.20571492983148285
2015,Indians,Total,Toa Payoh- Total,Potong Pasir,1410,354860,0.39733979597587776
2015,Indians,Total,Toa Payoh- Total,Sennett,280,354860,0.07890435664769205
2015,Indians,Total,Toa Payoh- Total,Toa Payoh Central,1990,354860,0.5607845347460971
2015,Indians,Total,Toa Payoh- Total,Toa Payoh West,900,354860,0.25362114636758154
2015,Indians,Total,Toa Payoh- Total,Woodleigh,120,354860,0.03381615284901088
2015,Indians,Total,Western Water Catchment- Total,Western Water Catchment,90,354860,0.025362114636758158
2015,Indians,Total,Woodlands- Total,Midview,3920,354860,1.1046609930676887
2015,Indians,Total,Woodlands- Total,North Coast,1950,354860,0.5495124837964268
2015,Indians,Total,Woodlands- Total,Woodgrove,3730,354860,1.0511187510567548
2015,Indians,Total,Woodlands- Total,Woodlands East,10730,354860,3.023727667249056
2015,Indians,Total,Woodlands- Total,Woodlands South,3910,354860,1.101842980330271
2015,Indians,Total,Woodlands- Total,Woodlands West,3560,354860,1.0032125345206562
2015,Indians,Total,Yishun- Total,Khatib,1050,354860,0.2958913374288452
2015,Indians,Total,Yishun- Total,Lower Seletar,230,354860,0.06481429296060419
2015,Indians,Total,Yishun- Total,Nee Soon,50,354860,0.014090063687087866
2015,Indians,Total,Yishun- Total,Northland,3190,354860,0.8989460632362059
2015,Indians,Total,Yishun- Total,Springleaf,190,354860,0.053542242010933896
2015,Indians,Total,Yishun- Total,Yishun Central,130,354860,0.03663416558642845
2015,Indians,Total,Yishun- Total,Yishun East,5350,354860,1.5076368145184016
2015,Indians,Total,Yishun- Total,Yishun South,4010,354860,1.130023107704447
2015,Indians,Total,Yishun- Total,Yishun West,6040,354860,1.702079693400214
2015,Others,Total,Ang Mo Kio- Total,Ang Mo Kio Town Centre,190,126820,0.1498186405929664
2015,Others,Total,Ang Mo Kio- Total,Cheng San,600,126820,0.47311149660936763
2015,Others,Total,Ang Mo Kio- Total,Chong Boon,630,126820,0.49676707143983595
2015,Others,Total,Ang Mo Kio- Total,Kebun Bahru,590,126820,0.46522630499921147
2015,Others,Total,Ang Mo Kio- Total,Sembawang Hills,220,126820,0.17347421542343477
2015,Others,Total,Ang Mo Kio- Total,Shangri-La,410,126820,0.3232928560164012
2015,Others,Total,Ang Mo Kio- Total,Tagore,270,126820,0.21290017347421544
2015,Others,Total,Ang Mo Kio- Total,Townsville,580,126820,0.45734111338905536
2015,Others,Total,Ang Mo Kio- Total,Yio Chu Kang East,120,126820,0.09462229932187352
2015,Others,Total,Ang Mo Kio- Total,Yio Chu Kang West,670,126820,0.5283078378804605
2015,Others,Total,Bedok- Total,Bayshore,750,126820,0.5913893707617095
2015,Others,Total,Bedok- Total,Bedok North,2600,126820,2.050149818640593
2015,Others,Total,Bedok- Total,Bedok Reservoir,770,126820,0.6071597539820218
2015,Others,Total,Bedok- Total,Bedok South,2410,126820,1.9003311780476266
2015,Others,Total,Bedok- Total,Frankel,2310,126820,1.8214792619460654
2015,Others,Total,Bedok- Total,Kaki Bukit,1120,126820,0.8831414603374862
2015,Others,Total,Bedok- Total,Kembangan,1400,126820,1.1039268254218577
2015,Others,Total,Bedok- Total,Siglap,430,126820,0.33906323923671344
2015,Others,Total,Bishan- Total,Bishan East,790,126820,0.622930137202334
2015,Others,Total,Bishan- Total,Marymount,880,126820,0.6938968616937391
2015,Others,Total,Bishan- Total,Upper Thomson,1060,126820,0.8358303106765494
2015,Others,Total,Bukit Batok- Total,Bukit Batok Central,590,126820,0.46522630499921147
2015,Others,Total,Bukit Batok- Total,Bukit Batok East,320,126820,0.25232613152499606
2015,Others,Total,Bukit Batok- Total,Bukit Batok South,370,126820,0.2917520895757767
2015,Others,Total,Bukit Batok- Total,Bukit Batok West,300,126820,0.23655574830468382
2015,Others,Total,Bukit Batok- Total,Gombak,220,126820,0.17347421542343477
2015,Others,Total,Bukit Batok- Total,Guilin,430,126820,0.33906323923671344
2015,Others,Total,Bukit Batok- Total,Hillview,980,126820,0.7727487777953004
2015,Others,Total,Bukit Batok- Total,Hong Kah North,690,126820,0.5440782211007728
2015,Others,Total,Bukit Merah- Total,Alexandra Hill,320,126820,0.25232613152499606
2015,Others,Total,Bukit Merah- Total,Alexandra North,110,126820,0.08673710771171739
2015,Others,Total,Bukit Merah- Total,Bukit Ho Swee,400,126820,0.31540766440624507
2015,Others,Total,Bukit Merah- Total,Bukit Merah,20,126820,0.015770383220312253
2015,Others,Total,Bukit Merah- Total,Depot Road,240,126820,0.18924459864374704
2015,Others,Total,Bukit Merah- Total,Everton Park,420,126820,0.33117804762655734
2015,Others,Total,Bukit Merah- Total,Henderson Hill,330,126820,0.26021132313515216
2015,Others,Total,Bukit Merah- Total,Kampong Tiong Bahru,210,126820,0.16558902381327867
2015,Others,Total,Bukit Merah- Total,Maritime Square,460,126820,0.3627188140671818
2015,Others,Total,Bukit Merah- Total,Redhill,330,126820,0.26021132313515216
2015,Others,Total,Bukit Merah- Total,Telok Blangah Drive,380,126820,0.2996372811859328
2015,Others,Total,Bukit Merah- Total,Telok Blangah Rise,290,126820,0.22867055669452768
2015,Others,Total,Bukit Merah- Total,Telok Blangah Way,220,126820,0.17347421542343477
2015,Others,Total,Bukit Merah- Total,Tiong Bahru,400,126820,0.31540766440624507
2015,Others,Total,Bukit Merah- Total,Tiong Bahru Station,570,126820,0.4494559217788992
2015,Others,Total,Bukit Panjang- Total,Bangkit,380,126820,0.2996372811859328
2015,Others,Total,Bukit Panjang- Total,Dairy Farm,290,126820,0.22867055669452768
2015,Others,Total,Bukit Panjang- Total,Fajar,550,126820,0.43368553855858694
2015,Others,Total,Bukit Panjang- Total,Jelebu,720,126820,0.5677337959312411
2015,Others,Total,Bukit Panjang- Total,Nature Reserve,330,126820,0.26021132313515216
2015,Others,Total,Bukit Panjang- Total,Saujana,500,126820,0.39425958050780635
2015,Others,Total,Bukit Panjang- Total,Senja,430,126820,0.33906323923671344
2015,Others,Total,Bukit Timah- Total,Anak Bukit,830,126820,0.6544709036429586
2015,Others,Total,Bukit Timah- Total,Coronation Road,480,126820,0.3784891972874941
2015,Others,Total,Bukit Timah- Total,Farrer Court,320,126820,0.25232613152499606
2015,Others,Total,Bukit Timah- Total,Hillcrest,880,126820,0.6938968616937391
2015,Others,Total,Bukit Timah- Total,Holland Road,980,126820,0.7727487777953004
2015,Others,Total,Bukit Timah- Total,Leedon Park,940,126820,0.741208011354676
2015,Others,Total,Bukit Timah- Total,Swiss Club,530,126820,0.4179151553382747
2015,Others,Total,Bukit Timah- Total,Ulu Pandan,960,126820,0.7569783945749882
2015,Others,Total,Changi- Total,Changi Point,80,126820,0.06308153288124901
2015,Others,Total,Changi- Total,Changi West,60,126820,0.04731114966093676
2015,Others,Total,Choa Chu Kang- Total,Choa Chu Kang Central,600,126820,0.47311149660936763
2015,Others,Total,Choa Chu Kang- Total,Choa Chu Kang North,990,126820,0.7806339694054565
2015,Others,Total,Choa Chu Kang- Total,Keat Hong,370,126820,0.2917520895757767
2015,Others,Total,Choa Chu Kang- Total,Peng Siang,870,126820,0.6860116700835831
2015,Others,Total,Choa Chu Kang- Total,Teck Whye,520,126820,0.4100299637281186
2015,Others,Total,Choa Chu Kang- Total,Yew Tee,1440,126820,1.1354675918624821
2015,Others,Total,Clementi- Total,Clementi Central,450,126820,0.3548336224570257
2015,Others,Total,Clementi- Total,Clementi North,890,126820,0.7017820533038952
2015,Others,Total,Clementi- Total,Clementi West,480,126820,0.3784891972874941
2015,Others,Total,Clementi- Total,Clementi Woods,600,126820,0.47311149660936763
2015,Others,Total,Clementi- Total,Faber,230,126820,0.1813594070335909
2015,Others,Total,Clementi- Total,Sunset Way,460,126820,0.3627188140671818
2015,Others,Total,Clementi- Total,West Coast,260,126820,0.2050149818640593
2015,Others,Total,Downtown Core- Total,Bugis,40,126820,0.03154076644062451
2015,Others,Total,Downtown Core- Total,Cecil,40,126820,0.03154076644062451
2015,Others,Total,Downtown Core- Total,Central Subzone,120,126820,0.09462229932187352
2015,Others,Total,Downtown Core- Total,Tanjong Pagar,130,126820,0.10250749093202965
2015,Others,Total,Geylang- Total,Aljunied,1490,126820,1.174893549913263
2015,Others,Total,Geylang- Total,Geylang East,1220,126820,0.9619933764390475
2015,Others,Total,Geylang- Total,Kampong Ubi,370,126820,0.2917520895757767
2015,Others,Total,Geylang- Total,Macpherson,650,126820,0.5125374546601482
2015,Others,Total,Hougang- Total,Hougang Central,70,126820,0.05519634127109289
2015,Others,Total,Hougang- Total,Hougang East,390,126820,0.30752247279608896
2015,Others,Total,Hougang- Total,Hougang West,940,126820,0.741208011354676
2015,Others,Total,Hougang- Total,Kangkar,570,126820,0.4494559217788992
2015,Others,Total,Hougang- Total,Kovan,610,126820,0.48099668821952374
2015,Others,Total,Hougang- Total,Lorong Ah Soo,630,126820,0.49676707143983595
2015,Others,Total,Hougang- Total,Tai Seng,280,126820,0.22078536508437155
2015,Others,Total,Hougang- Total,Trafalgar,1450,126820,1.1433527834726385
2015,Others,Total,Jurong East- Total,Lakeside,40,126820,0.03154076644062451
2015,Others,Total,Jurong East- Total,Teban Gardens,350,126820,0.27598170635546443
2015,Others,Total,Jurong East- Total,Toh Guan,460,126820,0.3627188140671818
2015,Others,Total,Jurong East- Total,Yuhua East,570,126820,0.4494559217788992
2015,Others,Total,Jurong East- Total,Yuhua West,540,126820,0.4258003469484309
2015,Others,Total,Jurong West- Total,Boon Lay Place,800,126820,0.6308153288124901
2015,Others,Total,Jurong West- Total,Hong Kah,1330,126820,1.048730484150765
2015,Others,Total,Jurong West- Total,Jurong West Central,2260,126820,1.7820533038952848
2015,Others,Total,Jurong West- Total,Taman Jurong,900,126820,0.7096672449140514
2015,Others,Total,Jurong West- Total,Wenya,260,126820,0.2050149818640593
2015,Others,Total,Jurong West- Total,Yunnan,1160,126820,0.9146822267781107
2015,Others,Total,Kallang- Total,Bendemeer,600,126820,0.47311149660936763
2015,Others,Total,Kallang- Total,Boon Keng,240,126820,0.18924459864374704
2015,Others,Total,Kallang- Total,Crawford,290,126820,0.22867055669452768
2015,Others,Total,Kallang- Total,Geylang Bahru,210,126820,0.16558902381327867
2015,Others,Total,Kallang- Total,Kampong Bugis,40,126820,0.03154076644062451
2015,Others,Total,Kallang- Total,Kampong Java,430,126820,0.33906323923671344
2015,Others,Total,Kallang- Total,Lavender,350,126820,0.27598170635546443
2015,Others,Total,Kallang- Total,Tanjong Rhu,810,126820,0.6387005204226462
2015,Others,Total,Mandai- Total,Mandai Estate,70,126820,0.05519634127109289
2015,Others,Total,Marine Parade- Total,Katong,530,126820,0.4179151553382747
2015,Others,Total,Marine Parade- Total,Marine Parade,1450,126820,1.1433527834726385
2015,Others,Total,Marine Parade- Total,Mountbatten,620,126820,0.4888818798296799
2015,Others,Total,Museum- Total,Dhoby Ghaut,50,126820,0.039425958050780634
2015,Others,Total,Museum- Total,Fort Canning,60,126820,0.04731114966093676
2015,Others,Total,Newton- Total,Cairnhill,530,126820,0.4179151553382747
2015,Others,Total,Newton- Total,Goodwood Park,130,126820,0.10250749093202965
2015,Others,Total,Newton- Total,Monk's Hill,150,126820,0.11827787415234191
2015,Others,Total,Newton- Total,Newton Circus,70,126820,0.05519634127109289
2015,Others,Total,Newton- Total,Orange Grove,340,126820,0.2680965147453083
2015,Others,Total,Novena- Total,Balestier,1290,126820,1.0171897177101403
2015,Others,Total,Novena- Total,Dunearn,340,126820,0.2680965147453083
2015,Others,Total,Novena- Total,Malcolm,340,126820,0.2680965147453083
2015,Others,Total,Novena- Total,Moulmein,770,126820,0.6071597539820218
2015,Others,Total,Novena- Total,Mount Pleasant,90,126820,0.07096672449140513
2015,Others,Total,Orchard- Total,Boulevard,90,126820,0.07096672449140513
2015,Others,Total,Orchard- Total,Somerset,30,126820,0.02365557483046838
2015,Others,Total,Orchard- Total,Tanglin,110,126820,0.08673710771171739
2015,Others,Total,Outram- Total,China Square,30,126820,0.02365557483046838
2015,Others,Total,Outram- Total,Chinatown,330,126820,0.26021132313515216
2015,Others,Total,Outram- Total,Pearl's Hill,180,126820,0.14193344898281027
2015,Others,Total,Outram- Total,People's Park,10,126820,0.007885191610156127
2015,Others,Total,Pasir Ris- Total,Flora Drive,560,126820,0.4415707301687431
2015,Others,Total,Pasir Ris- Total,Loyang East,200,126820,0.15770383220312253
2015,Others,Total,Pasir Ris- Total,Loyang West,10,126820,0.007885191610156127
2015,Others,Total,Pasir Ris- Total,Pasir Ris Central,960,126820,0.7569783945749882
2015,Others,Total,Pasir Ris- Total,Pasir Ris Drive,2340,126820,1.845134836776534
2015,Others,Total,Pasir Ris- Total,Pasir Ris Park,190,126820,0.1498186405929664
2015,Others,Total,Pasir Ris- Total,Pasir Ris West,1370,126820,1.0802712505913894
2015,Others,Total,Punggol- Total,Matilda,700,126820,0.5519634127109289
2015,Others,Total,Punggol- Total,Northshore,20,126820,0.015770383220312253
2015,Others,Total,Punggol- Total,Punggol Field,1250,126820,0.9856489512695158
2015,Others,Total,Punggol- Total,Punggol Town Centre,160,126820,0.12616306576249803
2015,Others,Total,Punggol- Total,Waterway East,540,126820,0.4258003469484309
2015,Others,Total,Queenstown- Total,Commonwealth,350,126820,0.27598170635546443
2015,Others,Total,Queenstown- Total,Dover,470,126820,0.370604005677338
2015,Others,Total,Queenstown- Total,Ghim Moh,310,126820,0.24444093991483995
2015,Others,Total,Queenstown- Total,Holland Drive,480,126820,0.3784891972874941
2015,Others,Total,Queenstown- Total,Kent Ridge,190,126820,0.1498186405929664
2015,Others,Total,Queenstown- Total,Margaret Drive,330,126820,0.26021132313515216
2015,Others,Total,Queenstown- Total,Mei Chin,450,126820,0.3548336224570257
2015,Others,Total,Queenstown- Total,National University of S'pore,20,126820,0.015770383220312253
2015,Others,Total,Queenstown- Total,One North,170,126820,0.13404825737265416
2015,Others,Total,Queenstown- Total,Pasir Panjang 1,320,126820,0.25232613152499606
2015,Others,Total,Queenstown- Total,Pasir Panjang 2,370,126820,0.2917520895757767
2015,Others,Total,Queenstown- Total,Port,10,126820,0.007885191610156127
2015,Others,Total,Queenstown- Total,Queensway,40,126820,0.03154076644062451
2015,Others,Total,Queenstown- Total,Singapore Polytechnic,10,126820,0.007885191610156127
2015,Others,Total,Queenstown- Total,Tanglin Halt,440,126820,0.34694843084686955
2015,Others,Total,River Valley- Total,Institution Hill,430,126820,0.33906323923671344
2015,Others,Total,River Valley- Total,Leonie Hill,410,126820,0.3232928560164012
2015,Others,Total,River Valley- Total,One Tree Hill,340,126820,0.2680965147453083
2015,Others,Total,River Valley- Total,Oxley,190,126820,0.1498186405929664
2015,Others,Total,River Valley- Total,Paterson,30,126820,0.02365557483046838
2015,Others,Total,Rochor- Total,Bencoolen,80,126820,0.06308153288124901
2015,Others,Total,Rochor- Total,Farrer Park,60,126820,0.04731114966093676
2015,Others,Total,Rochor- Total,Kampong Glam,20,126820,0.015770383220312253
2015,Others,Total,Rochor- Total,Little India,40,126820,0.03154076644062451
2015,Others,Total,Rochor- Total,Mackenzie,10,126820,0.007885191610156127
2015,Others,Total,Rochor- Total,Mount Emily,190,126820,0.1498186405929664
2015,Others,Total,Rochor- Total,Selegie,30,126820,0.02365557483046838
2015,Others,Total,Rochor- Total,Sungei Road,40,126820,0.03154076644062451
2015,Others,Total,Rochor- Total,Victoria,60,126820,0.04731114966093676
2015,Others,Total,Seletar- Total,Seletar,60,126820,0.04731114966093676
2015,Others,Total,Sembawang- Total,Admiralty,540,126820,0.4258003469484309
2015,Others,Total,Sembawang- Total,Sembawang Central,1350,126820,1.064500867371077
2015,Others,Total,Sembawang- Total,Sembawang North,1230,126820,0.9698785680492036
2015,Others,Total,Sembawang- Total,Sembawang Springs,120,126820,0.09462229932187352
2015,Others,Total,Sembawang- Total,Sembawang Straits,90,126820,0.07096672449140513
2015,Others,Total,Sengkang- Total,Anchorvale,1050,126820,0.8279451190663932
2015,Others,Total,Sengkang- Total,Compassvale,310,126820,0.24444093991483995
2015,Others,Total,Sengkang- Total,Fernvale,940,126820,0.741208011354676
2015,Others,Total,Sengkang- Total,Rivervale,1510,126820,1.190663933133575
2015,Others,Total,Sengkang- Total,Sengkang Town Centre,1510,126820,1.190663933133575
2015,Others,Total,Serangoon- Total,Lorong Chuan,350,126820,0.27598170635546443
2015,Others,Total,Serangoon- Total,Seletar Hills,460,126820,0.3627188140671818
2015,Others,Total,Serangoon- Total,Serangoon Central,590,126820,0.46522630499921147
2015,Others,Total,Serangoon- Total,Serangoon Garden,1190,126820,0.938337801608579
2015,Others,Total,Serangoon- Total,Serangoon North,380,126820,0.2996372811859328
2015,Others,Total,Serangoon- Total,Upper Paya Lebar,330,126820,0.26021132313515216
2015,Others,Total,Singapore River- Total,Boat Quay,50,126820,0.039425958050780634
2015,Others,Total,Singapore River- Total,Clarke Quay,30,126820,0.02365557483046838
